Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,TIP_PROVEEDOR,TIPO_MOV,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Tarifas S/. VERDES,Unidades CROSS,Unidades PICK,Unidades DEV,Unidades VERDES,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Stock S/. VERDES,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV,Costo Log S/. VERDES
CORPORACION WOALLANCE S.A.C,2054401418,INFANTIL,MARCAS NACIONAL NINO,5/01/2024,2643081,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,0.00,0.00,,45,,,,3294.45,,,,48.34,,
CORPORACION WOALLANCE S.A.C,2054401418,INFANTIL,MARCAS NACIONAL NINO,5/01/2024,2643082,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,1019,,,,74600.99,,,,265.35,,,
CORPORACION WOALLANCE S.A.C,2054401418,INFANTIL,MARCAS NACIONAL NINO,5/01/2024,2643134,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,526,,,,17757.76,,,,136.97,,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,5/01/2024,2642291,BLACKOUT,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,6230,,,,571428.58,,,,1622.29,,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,5/01/2024,2642290,BLACKOUT,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,0.00,0.00,,105,,,,9606.55,,,,112.79,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,5/01/2024,2641192,BLACKOUT,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,5333,,,,146604.17,,,,1388.71,,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,4/01/2024,2642311,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,0.00,0.00,,120,,,,11264.6,,,,128.90,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,4/01/2024,2642312,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,8266,,,,775950.71,,,,2152.47,,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,4/01/2024,2642302,WOALLANCE,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,0.00,0.00,420,,,,18912.6,,,,82.03,,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,4/01/2024,2642302,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,404,,,,18192.12,,,,105.20,,,
CORPORACION WOALLANCE S.A.C,2054401418,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,4/01/2024,2642301,WOALLANCE,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,1.07,0.00,0.00,,5,,,,225.15,,,,5.37,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,AUDIO,19/01/2024,2645391,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,59,,,,58666.55,,,,108.19,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,AUDIO,5/01/2024,2638920,SONY,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,10,,,,10196.1,,,,123.36,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,AUDIO,5/01/2024,2638920,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,105,,,,132470,,,,192.53,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,AUDIO,5/01/2024,2638921,SONY,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,7,,,,7137.27,,,,13.67,,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,AUDIO,5/01/2024,2638921,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,0.00,0.00,70,,,,92875.63,,,,34.94,,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,19/01/2024,2642131,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,10,,,,6985.2,,,,18.34,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,19/01/2024,2642132,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,0.00,0.00,6,,,,4191.12,,,,2.99,,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,5/01/2024,2642131,SONY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,PICK,0.00,11.26,0.00,0.00,,446,,,,107138,,,,5022.99,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,5/01/2024,2642131,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,70,,,,7042.5,,,,128.36,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,5/01/2024,2642132,SONY,J&C,TERCERAS,CD Villa El Salvador,J&C,NORMAL,CROSS,3.23,0.00,0.00,0.00,352,,,,76244.01,,,,1138.12,,,
SONY PERU S.R.L.,2037270628,ELECTROHOGAR,ELECTRONICA MENOR,5/01/2024,2642132,SONY,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,0.00,0.00,182,,,,11039.18,,,,90.84,,,
INNOVUS SA,2050327817,CALZADO,TERCERA CALZADO HOMBRE FORMAL,18/01/2024,2645437,DAUSS,SHO,TERCERAS,CD Villa El Salvador,SHO,NORMAL,CROSS,0.39,0.00,0.00,0.00,329,,,,50064,,,,128.51,,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,15/01/2024,2644811,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,CROSS,25.33,0.00,0.00,0.00,7,,,,6513.2,,,,177.30,,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,15/01/2024,2644647,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,892.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,15/01/2024,2644744,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,2,,,,2472.98,,,,31.16
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,15/01/2024,2644695,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,647.78,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2644810,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,21.81,0.00,0.00,,12,,,,9613.71,,,,261.70,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2645587,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,656.93,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2645817,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1416.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,19/01/2024,2645660,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,376.1,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2643979,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,968.75,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2643434,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.69,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2644068,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,2,,,,2472.98,,,,31.16
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2643673,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.69,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2644169,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,892.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2643991,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,968.75,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2644039,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.69,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2644139,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,892.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,6/01/2024,2642060,SOLE,BT - OTROS,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,40.46,0.00,0.00,,24,,,,35670,,,,970.98,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,6/01/2024,2642060,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,38.99,0.00,0.00,,213,,,,305095.37,,,,8305.04,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,16/01/2024,2645308,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,647.78,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,16/01/2024,2645232,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,3191.38,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,17/01/2024,2644856,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,3735.96,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2643162,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,911.86,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642447,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,892.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642133,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,409.15,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642709,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,901,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,5/01/2024,2642461,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,809.69,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,13/01/2024,2642060,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,27.43,0.00,0.00,,20,,,,20150.72,,,,548.53,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,13/01/2024,2645020,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1042.69,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,13/01/2024,2644406,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,3,,,,2906.25,,,,46.74
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,18/01/2024,2645533,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,647.78,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,10/01/2024,2644076,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,892.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2643979,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,892.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644008,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1056.69,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644461,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1365.4,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644538,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1416.25,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,12/01/2024,2644150,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,1084.07,,,,15.58
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,9/01/2024,2642060,SOLE,BT - OTROS,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,40.46,0.00,0.00,,6,,,,8917.5,,,,242.74,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,LINEA BLANCA,9/01/2024,2642060,SOLE,BT - LB,TERCERAS,CD ALDEA6,BT,NORMAL,PICK,0.00,26.34,0.00,0.00,,351,,,,339605.9,,,,9244.46,,
MT INDUSTRIAL S.A.C.,2055519013,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2024,2644836,SOLE,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,6.48,0.00,0.00,,78,,,,18564.06,,,,505.33,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,15/01/2024,2645337,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,476.06,,,,2.09
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2024,2646207,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,5,,,,2380.3,,,,10.47
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,11/01/2024,2644074,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,131.54,,,,2.09
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,16/01/2024,2644438,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,143,,,,30039,,,,279.28,,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,16/01/2024,2644438,PHILIPS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,0.00,0.00,54,,,,10292.94,,,,26.95,,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,16/01/2024,2644437,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,70,,,,14988.8,,,,863.55,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,16/01/2024,2644437,PHILIPS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,20,,,,3812.2,,,,36.67,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,ELECTRODOMESTICOS,8/01/2024,2642226,PHILIPS,SBN,TERCERAS,CD Villa El Salvador,SBN,VERDE,VERDE,0.00,0.00,0.00,0.41,,,,1,,,,190.61,,,,0.41
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,CUIDADO PERSONAL,19/01/2024,2644823,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,190,,,,23878,,,,2343.93,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,CUIDADO PERSONAL,19/01/2024,2644823,PHILIPS,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,30,,,,4239.4,,,,55.01,,
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,CUIDADO PERSONAL,11/01/2024,2644422,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,82.56,,,,2.09
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,CUIDADO PERSONAL,8/01/2024,2643599,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,82.56,,,,2.09
INDICO IMPORTACIONES SAC,2011019056,ELECTROHOGAR,CUIDADO PERSONAL,8/01/2024,2643715,PHILIPS,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,132.84,,,,2.09
BUBBA BAGS PERU S.A.C.,2060651782,INFANTIL,ESCOLAR,9/01/2024,2623567,BUBBA,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,0.00,0.00,1776,,,,90451.62,,,,346.85,,,
BUBBA BAGS PERU S.A.C.,2060651782,INFANTIL,ESCOLAR,9/01/2024,2623566,BUBBA,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,0.20,0.00,0.00,,176,,,,10211.75,,,,34.37,,
BUBBA BAGS PERU S.A.C.,2060651782,ACCESORIOS,ACCESORIOS TERCERAS,15/01/2024,2644429,BUBBA,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,66,,,,3420,,,,814.21,,
BUBBA BAGS PERU S.A.C.,2060651782,ACCESORIOS,ACCESORIOS TERCERAS,15/01/2024,2643830,BUBBA,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,1576,,,,105625.29,,,,3077.93,,,
BUBBA BAGS PERU S.A.C.,2060651782,ACCESORIOS,ACCESORIOS TERCERAS,15/01/2024,2643829,BUBBA,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,63,,,,4367.51,,,,777.20,,
BUBBA BAGS PERU S.A.C.,2060651782,ACCESORIOS,ACCESORIOS TERCERAS,15/01/2024,2644430,BUBBA,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,1057,,,,56580,,,,2064.32,,,
BELT'S FASHION S.A.C.,2051316835,ACCESORIOS,ACCESORIOS TERCERAS,16/01/2024,2644700,TABU,PQ,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,0.20,0.00,0.00,0.00,3613,,,,59439.79,,,,705.62,,,
FAJAS Y ELASTICOS TEXTILES S.A.C,2060068910,BELLEZA,MARCAS CORSETERIA NACIONAL,17/01/2024,2645125,JACINTA FERNANDEZ,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,0.00,0.00,314,,,,8222.27,,,,61.32,,,
FAJAS Y ELASTICOS TEXTILES S.A.C,2060068910,BELLEZA,MARCAS CORSETERIA NACIONAL,17/01/2024,2645125,JACINTA FERNANDEZ,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,14,,,,441.42,,,,3.65,,,
LEO ANDES S.A.,2030140915,BELLEZA,MARCAS CORSETERIA NACIONAL,15/01/2024,2644621,LEONISA,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,0.00,0.00,278,,,,15786.1,,,,54.29,,,
LEO ANDES S.A.,2030140915,BELLEZA,MARCAS CORSETERIA NACIONAL,15/01/2024,2644621,LEONISA,FLT,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.26,0.00,0.00,0.00,4,,,,319.8,,,,1.04,,,
BROTHER INTERNATIONAL DEL PERU S.A.,2052057710,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2024,2644652,BROTHER,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,14,,,,10186.04,,,,172.71,,
INVERSIONES INDUSTRIALES PARACAS S.,2011747027,INFANTIL,MARCAS NACIONAL BEBE,19/01/2024,2644968,BABY CLUB,RTW,TERCERAS,CD Villa El Salvador,RTW,NORMAL,CROSS,0.62,0.00,0.00,0.00,283,,,,23111.32,,,,175.02,,,
INVERSIONES INDUSTRIALES PARACAS S.,2011747027,INFANTIL,MARCAS NACIONAL BEBE,19/01/2024,2644968,BABY CLUB,PQ,TERCERAS,CD Villa El Salvador,RTW,NORMAL,CROSS,0.20,0.00,0.00,0.00,48,,,,2734.18,,,,9.37,,,
INVERSIONES INDUSTRIALES PARACAS S.,2011747027,INFANTIL,MARCAS NACIONAL BEBE,19/01/2024,2644968,BABY CLUB,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,CROSS,0.20,0.00,0.00,0.00,224,,,,13764.28,,,,43.75,,,
INVERSIONES INDUSTRIALES PARACAS S.,2011747027,INFANTIL,MARCAS NACIONAL BEBE,19/01/2024,2644967,BABY CLUB,RTW,TERCERAS,CD Villa El Salvador,RTW,NORMAL,PICK,0.00,2.75,0.00,0.00,,10,,,,735.89,,,,27.45,,
INVERSIONES INDUSTRIALES PARACAS S.,2011747027,INFANTIL,MARCAS NACIONAL BEBE,19/01/2024,2644967,BABY CLUB,PQ,TERCERAS,CD Villa El Salvador,RTW,NORMAL,PICK,0.00,0.20,0.00,0.00,,2,,,,63.79,,,,0.39,,
INVERSIONES INDUSTRIALES PARACAS S.,2011747027,INFANTIL,MARCAS NACIONAL BEBE,19/01/2024,2644967,BABY CLUB,PQ,TERCERAS,CD Villa El Salvador,FLT,NORMAL,PICK,0.00,0.20,0.00,0.00,,18,,,,1120.13,,,,3.52,,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,LINEA BLANCA,11/01/2024,2644252,IMACO,PQ,TERCERAS,CD Villa El Salvador,BT,VERDE,VERDE,0.00,0.00,0.00,0.16,,,,1,,,,107.99,,,,0.16
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,LINEA BLANCA,3/01/2024,2642737,IMACO,BT - LB,TERCERAS,CD Villa El Salvador,SBN,VERDE,VERDE,0.00,0.00,0.00,15.58,,,,1,,,,254.17,,,,15.58
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2024,2644639,IMACO,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,CROSS,1.95,0.00,0.00,0.00,2287,,,,261938.82,,,,4466.51,,,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2024,2644639,IMACO,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,CROSS,0.50,0.00,0.00,0.00,278,,,,35116.98,,,,138.75,,,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2024,2646233,IMACO,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,114.34,,,,2.09
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,11/01/2024,2644534,IMACO,SB,TERCERAS,CD Villa El Salvador,SB,VERDE,VERDE,0.00,0.00,0.00,2.09,,,,1,,,,193.16,,,,2.09
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,17/01/2024,2644638,IMACO,SB,TERCERAS,CD Villa El Salvador,SB,NORMAL,PICK,0.00,12.34,0.00,0.00,,700,,,,86157.1,,,,8635.52,,
INTERNACIONAL DE MAQUINARIA Y COMER,2010034388,ELECTROHOGAR,ELECTRODOMESTICOS,17/01/2024,2644638,IMACO,SBN,TERCERAS,CD Villa El Salvador,SBN,NORMAL,PICK,0.00,1.83,0.00,0.00,,40,,,,5654.1,,,,73.35,,
